Fecha;Recurso;Código Agente;Tipo de Generación;Combustible por defecto;Tipo de Despacho;Capacidad Efectiva Neta kW
2012-07-22;SANTA RITA;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2012-07-22;SANTIAGO;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2800
2012-07-22;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2012-07-22;SILVIA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2012-07-22;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2012-07-22;SUEVA 2;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2012-07-22;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2012-07-22;TEBSAB;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;791000
2012-07-22;TEQUENDAMA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-22;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2012-07-22;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;155000
2012-07-22;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;276000
2012-07-22;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2012-07-22;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;229000
2012-07-22;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2012-07-22;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;460000
2012-07-22;TERMOVALLE 1;EPSG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;205000
2012-07-22;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2012-07-22;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;30000
2012-07-22;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2012-07-22;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;338000
2012-07-22;URRAO;EVIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1030
2012-07-22;VENTANA A;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2012-07-22;VENTANA B;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2012-07-22;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2012-07-22;ZIPAEMG 2;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2012-07-22;ZIPAEMG 3;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2012-07-22;ZIPAEMG 4;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2012-07-22;ZIPAEMG 5;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2012-07-23;AGUA FRESCA;ADCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;7050
2012-07-23;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;429000
2012-07-23;AMAIME;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;AMALFI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;810
2012-07-23;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2012-07-23;ASNAZU;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2012-07-23;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2012-07-23;BARRANQUILLA 3;GECG;TERMICA;FUELOIL;DESPACHADO CENTRALMENTE;60000
2012-07-23;BARRANQUILLA 4;GECG;TERMICA;FUELOIL;DESPACHADO CENTRALMENTE;60000
2012-07-23;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2012-07-23;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2012-07-23;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2012-07-23;BETANIA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2012-07-23;CALDERAS;ISGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2012-07-23;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2012-07-23;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2012-07-23;CARACOLI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2012-07-23;CARTAGENA 1;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;61000
2012-07-23;CARTAGENA 2;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;60000
2012-07-23;CARTAGENA 3;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;66000
2012-07-23;CARUQUIA;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9500
2012-07-23;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2012-07-23;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2012-07-23;CHARQUITO;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-23;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2012-07-23;CIMARRON;CTMG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2012-07-23;CURRUCUCUES;FACG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1250
2012-07-23;EL BOSQUE;ERCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2012-07-23;EL LIMONAR;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2012-07-23;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2012-07-23;FLORES 1;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2012-07-23;FLORES 4B;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;450000
2012-07-23;FLORIDA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2012-07-23;GUAJIRA 1;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;145000
2012-07-23;GUAJIRA 2;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;145000
2012-07-23;GUANAQUITAS;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9500
2012-07-23;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2012-07-23;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2012-07-23;GUAVIO;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1200000
2012-07-23;INCAUCA 1;DLRG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;3500
2012-07-23;INGENIO PROVIDENCIA 2;DLRG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2012-07-23;INGENIO SAN CARLOS 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;2000
2012-07-23;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2012-07-23;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2012-07-23;INZA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2012-07-23;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4320
2012-07-23;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5400
2012-07-23;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2012-07-23;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;18420
2012-07-23;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2012-07-23;LA CASCADA ( ABEJORRAL);EVIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2012-07-23;LA CASCADA (ANTIOQUIA);LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2300
2012-07-23;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2012-07-23;LA JUNCA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-23;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1420
2012-07-23;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2012-07-23;LA TINTA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-23;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2012-07-23;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2012-07-23;MAYAGUEZ 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;MERILECTRICA 1;CIVG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2012-07-23;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2012-07-23;MIROLINDO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2012-07-23;MONDOMO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2012-07-23;MONTAÑITAS;CIVG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2012-07-23;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2012-07-23;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2012-07-23;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5100
2012-07-23;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2012-07-23;OVEJAS;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;820
2012-07-23;PAGUA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;600000
2012-07-23;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;31000
2012-07-23;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;70000
2012-07-23;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;70000
2012-07-23;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;150000
2012-07-23;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4900
2012-07-23;PALENQUE 3;ESSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;13000
2012-07-23;PALMAS SAN GIL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;15000
2012-07-23;PASTALES;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2012-07-23;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1480
2012-07-23;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2012-07-23;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;201000
2012-07-23;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;405000
2012-07-23;PORCE III;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;660000
2012-07-23;PRADO;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;46000
2012-07-23;PRADO IV;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2012-07-23;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2012-07-23;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2012-07-23;PROENCA 1;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;4000
2012-07-23;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2012-07-23;REMEDIOS;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2012-07-23;RIO ABAJO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2012-07-23;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4000
2012-07-23;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1800
2012-07-23;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1690
2012-07-23;RIO FRIO II;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;10000
2012-07-23;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2012-07-23;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;180
2012-07-23;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2012-07-23;RIO PALO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1440
2012-07-23;RIO PIEDRAS;CIVG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2012-07-23;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1650
2012-07-23;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1200
2012-07-23;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2012-07-23;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9600
2012-07-23;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2012-07-23;SAJANDI;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3200
2012-07-23;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;285000
2012-07-23;SAN ANTONIO;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-23;SAN CANCIO;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2012-07-23;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1240000
2012-07-23;SAN FRANCISCO;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;135000
2012-07-23;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2012-07-23;SAN JOSE DE LA MONTAÑA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;400
2012-07-23;SANTA ANA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2012-07-23;SANTA RITA;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2012-07-23;SANTIAGO;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2800
2012-07-23;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2012-07-23;SILVIA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2012-07-23;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2012-07-23;SUEVA 2;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2012-07-23;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2012-07-23;TEBSAB;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;791000
2012-07-23;TEQUENDAMA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-23;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2012-07-23;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;155000
2012-07-23;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;276000
2012-07-23;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2012-07-23;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;229000
2012-07-23;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2012-07-23;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;460000
2012-07-23;TERMOVALLE 1;EPSG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;205000
2012-07-23;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2012-07-23;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;30000
2012-07-23;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2012-07-23;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;338000
2012-07-23;URRAO;EVIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1030
2012-07-23;VENTANA A;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2012-07-23;VENTANA B;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2012-07-23;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2012-07-23;ZIPAEMG 2;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2012-07-23;ZIPAEMG 3;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2012-07-23;ZIPAEMG 4;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2012-07-23;ZIPAEMG 5;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2012-07-24;AGUA FRESCA;ADCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;7050
2012-07-24;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;429000
2012-07-24;AMAIME;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;AMALFI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;810
2012-07-24;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2012-07-24;ASNAZU;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2012-07-24;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2012-07-24;BARRANQUILLA 3;GECG;TERMICA;FUELOIL;DESPACHADO CENTRALMENTE;60000
2012-07-24;BARRANQUILLA 4;GECG;TERMICA;FUELOIL;DESPACHADO CENTRALMENTE;60000
2012-07-24;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2012-07-24;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2012-07-24;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2012-07-24;BETANIA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2012-07-24;CALDERAS;ISGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2012-07-24;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2012-07-24;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2012-07-24;CARACOLI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2012-07-24;CARTAGENA 1;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;61000
2012-07-24;CARTAGENA 2;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;60000
2012-07-24;CARTAGENA 3;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;66000
2012-07-24;CARUQUIA;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9500
2012-07-24;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2012-07-24;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2012-07-24;CHARQUITO;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-24;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2012-07-24;CIMARRON;CTMG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2012-07-24;CURRUCUCUES;FACG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1250
2012-07-24;EL BOSQUE;ERCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2012-07-24;EL LIMONAR;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2012-07-24;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2012-07-24;FLORES 1;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2012-07-24;FLORES 4B;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;450000
2012-07-24;FLORIDA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2012-07-24;GUAJIRA 1;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;145000
2012-07-24;GUAJIRA 2;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;145000
2012-07-24;GUANAQUITAS;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9500
2012-07-24;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2012-07-24;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2012-07-24;GUAVIO;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1200000
2012-07-24;INCAUCA 1;DLRG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;3500
2012-07-24;INGENIO PROVIDENCIA 2;DLRG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2012-07-24;INGENIO SAN CARLOS 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;2000
2012-07-24;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2012-07-24;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2012-07-24;INZA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2012-07-24;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4320
2012-07-24;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5400
2012-07-24;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2012-07-24;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;18420
2012-07-24;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2012-07-24;LA CASCADA ( ABEJORRAL);EVIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2012-07-24;LA CASCADA (ANTIOQUIA);LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2300
2012-07-24;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2012-07-24;LA JUNCA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-24;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1420
2012-07-24;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2012-07-24;LA TINTA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2012-07-24;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2012-07-24;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2012-07-24;MAYAGUEZ 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;MERILECTRICA 1;CIVG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2012-07-24;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2012-07-24;MIROLINDO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2012-07-24;MONDOMO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2012-07-24;MONTAÑITAS;CIVG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2012-07-24;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2012-07-24;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2012-07-24;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
