Fecha;Recurso;Código Agente;Tipo de Generación;Combustible por defecto;Tipo de Despacho;Capacidad Efectiva Neta
2006-12-22;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;201000
2006-12-22;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;405000
2006-12-22;PRADO;ETSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;45000
2006-12-22;PRADO IV;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-12-22;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-12-22;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-12-22;PROENCA 1;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;4000
2006-12-22;PROVIDENCIA (ANTIOQUIA);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-12-22;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-12-22;RIO ABAJO;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-12-22;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4000
2006-12-22;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1800
2006-12-22;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1690
2006-12-22;RIO FRIO II;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;10000
2006-12-22;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;500
2006-12-22;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;180
2006-12-22;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-12-22;RIO PALO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1440
2006-12-22;RIO PIEDRAS;GNIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-12-22;RIO PIEDRAS (LA CEJA);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-12-22;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-12-22;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1650
2006-12-22;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1200
2006-12-22;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;25000
2006-12-22;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9600
2006-12-22;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-12-22;SAJANDI;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3200
2006-12-22;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;285000
2006-12-22;SAN CANCIO;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2006-12-22;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1240000
2006-12-22;SAN FRANCISCO;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;135000
2006-12-22;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-12-22;SANTA ANA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2006-12-22;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2006-12-22;SILVIA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-12-22;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2006-12-22;SUEVA 2;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2006-12-22;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2006-12-22;TEBSAB;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;750000
2006-12-22;TEQUENDAMA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-12-22;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-12-22;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-12-22;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;280000
2006-12-22;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2006-12-22;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;229000
2006-12-22;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2006-12-22;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;455000
2006-12-22;TERMOVALLE 1;EPSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;205000
2006-12-22;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2006-12-22;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;29000
2006-12-22;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-12-22;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;335000
2006-12-22;VENTANA A;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-12-22;VENTANA B;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-12-22;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-12-22;ZIPAEMG 2;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2006-12-22;ZIPAEMG 3;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-12-22;ZIPAEMG 4;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-12-22;ZIPAEMG 5;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-12-23;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;439000
2006-12-23;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2006-12-23;ASNAZU;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2006-12-23;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-12-23;BARRANQUILLA 3;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;64000
2006-12-23;BARRANQUILLA 4;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;63000
2006-12-23;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-12-23;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2006-12-23;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2006-12-23;BETANIA;CHBG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2006-12-23;CALDERAS;ISGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-12-23;CALICHAL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;200
2006-12-23;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2006-12-23;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-12-23;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2006-12-23;CARACOLI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2006-12-23;CARTAGENA 1;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;64000
2006-12-23;CARTAGENA 3;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;66000
2006-12-23;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-12-23;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-12-23;CENTRAL CASTILLA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;1000
2006-12-23;CHARQUITO;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-12-23;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2006-12-23;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-12-23;COGENERADOR BIOAISE 1;BIOG;COGENERADOR;GAS;NO DESPACHADO CENTRALMENTE;1000
2006-12-23;COGENERADOR COLTEJER 1;EPMG;COGENERADOR;CARBON;NO DESPACHADO CENTRALMENTE;1600
2006-12-23;COGENERADOR INGENIO PROVIDENCIA 1;EPSG;COGENERADOR;BIOMASA;NO DESPACHADO CENTRALMENTE;1000
2006-12-23;DOLORES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8300
2006-12-23;EL BOSQUE;EPAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2006-12-23;EL LIMON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;720
2006-12-23;EL LIMONAR;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-12-23;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2006-12-23;FLORES 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2006-12-23;FLORES 2;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;112000
2006-12-23;FLORES 3;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;175000
2006-12-23;FLORIDA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-12-23;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-12-23;GUAJIRA 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-12-23;GUAJIRA 2;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;125000
2006-12-23;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2006-12-23;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2006-12-23;GUAVIO;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1150000
2006-12-23;INCAUCA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;9900
2006-12-23;INGENIO RIOPAILA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;2000
2006-12-23;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2006-12-23;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-12-23;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-12-23;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-12-23;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;610
2006-12-23;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2006-12-23;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;18420
2006-12-23;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
2006-12-23;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-12-23;LA JUNCA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-12-23;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;780
2006-12-23;LA REBUSCA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-12-23;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;306000
2006-12-23;LA TINTA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-12-23;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;11600
2006-12-23;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3150
2006-12-23;MERILECTRICA 1;MRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;169000
2006-12-23;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;396000
2006-12-23;MIROLINDO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2400
2006-12-23;MONDOMO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-12-23;MUNICIPAL;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1400
2006-12-23;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6700
2006-12-23;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-12-23;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5100
2006-12-23;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;750
2006-12-23;OVEJAS;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;820
2006-12-23;PAGUA;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;600000
2006-12-23;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;31000
2006-12-23;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;70000
2006-12-23;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;70000
2006-12-23;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;150000
2006-12-23;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4900
2006-12-23;PALENQUE 3;ESSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;13000
2006-12-23;PALMAS SAN GIL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;15000
2006-12-23;PASTALES;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-12-23;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1480
2006-12-23;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-12-23;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;201000
2006-12-23;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;405000
2006-12-23;PRADO;ETSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;45000
2006-12-23;PRADO IV;ETSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;5000
2006-12-23;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-12-23;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;45000
2006-12-23;PROENCA 1;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;4000
2006-12-23;PROVIDENCIA (ANTIOQUIA);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-12-23;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-12-23;RIO ABAJO;EADG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-12-23;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4000
2006-12-23;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1800
2006-12-23;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1690
2006-12-23;RIO FRIO II;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;10000
2006-12-23;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;500
2006-12-23;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;180
2006-12-23;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19800
2006-12-23;RIO PALO;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1440
2006-12-23;RIO PIEDRAS;GNIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-12-23;RIO PIEDRAS (LA CEJA);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-12-23;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;300
2006-12-23;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1650
2006-12-23;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1200
2006-12-23;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;25000
2006-12-23;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;9600
2006-12-23;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-12-23;SAJANDI;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3200
2006-12-23;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;285000
2006-12-23;SAN CANCIO;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2000
2006-12-23;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1240000
2006-12-23;SAN FRANCISCO;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;135000
2006-12-23;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-12-23;SANTA ANA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8000
2006-12-23;SERVITA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;650
2006-12-23;SILVIA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;380
2006-12-23;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18500
2006-12-23;SUEVA 2;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;6000
2006-12-23;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;155000
2006-12-23;TEBSAB;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;750000
2006-12-23;TEQUENDAMA;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-12-23;TERMOCANDELARIA 1;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-12-23;TERMOCANDELARIA 2;TCDG;TERMICA;GAS;DESPACHADO CENTRALMENTE;157000
2006-12-23;TERMOCENTRO CC;ISGG;TERMICA;GAS;DESPACHADO CENTRALMENTE;280000
2006-12-23;TERMODORADA 1;CHCG;TERMICA;GAS;DESPACHADO CENTRALMENTE;51000
2006-12-23;TERMOEMCALI 1;TEMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;229000
2006-12-23;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;3750
2006-12-23;TERMOSIERRAB;EPMG;TERMICA;GAS;DESPACHADO CENTRALMENTE;455000
2006-12-23;TERMOVALLE 1;EPSG;TERMICA;GAS;DESPACHADO CENTRALMENTE;205000
2006-12-23;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;19900
2006-12-23;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;29000
2006-12-23;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-12-23;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;335000
2006-12-23;VENTANA A;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-12-23;VENTANA B;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2500
2006-12-23;ZARAGOZA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-12-23;ZIPAEMG 2;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;34000
2006-12-23;ZIPAEMG 3;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-12-23;ZIPAEMG 4;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;64000
2006-12-23;ZIPAEMG 5;EMGG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;63000
2006-12-24;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;439000
2006-12-24;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;410
2006-12-24;ASNAZU;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;450
2006-12-24;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-12-24;BARRANQUILLA 3;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;64000
2006-12-24;BARRANQUILLA 4;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;63000
2006-12-24;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;600
2006-12-24;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;350
2006-12-24;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3400
2006-12-24;BETANIA;CHBG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;540000
2006-12-24;CALDERAS;ISGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-12-24;CALICHAL;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;200
2006-12-24;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;132000
2006-12-24;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;700
2006-12-24;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;870
2006-12-24;CARACOLI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2600
2006-12-24;CARTAGENA 1;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;64000
2006-12-24;CARTAGENA 3;EMGG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;66000
2006-12-24;CASCADA;ESSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;3000
2006-12-24;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-12-24;CENTRAL CASTILLA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;1000
2006-12-24;CHARQUITO;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19400
2006-12-24;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1000000
2006-12-24;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;4500
2006-12-24;COGENERADOR BIOAISE 1;BIOG;COGENERADOR;GAS;NO DESPACHADO CENTRALMENTE;1000
2006-12-24;COGENERADOR COLTEJER 1;EPMG;COGENERADOR;CARBON;NO DESPACHADO CENTRALMENTE;1600
2006-12-24;COGENERADOR INGENIO PROVIDENCIA 1;EPSG;COGENERADOR;BIOMASA;NO DESPACHADO CENTRALMENTE;1000
2006-12-24;DOLORES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;8300
2006-12-24;EL BOSQUE;EPAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;2280
2006-12-24;EL LIMON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;720
2006-12-24;EL LIMONAR;EMGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;18000
2006-12-24;ESMERALDA;CHCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;30000
2006-12-24;FLORES 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;160000
2006-12-24;FLORES 2;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;112000
2006-12-24;FLORES 3;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;175000
2006-12-24;FLORIDA;CDIG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19900
2006-12-24;GUACAICA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;900
2006-12-24;GUAJIRA 1;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;151000
2006-12-24;GUAJIRA 2;CRLG;TERMICA;GAS;DESPACHADO CENTRALMENTE;125000
2006-12-24;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;560000
2006-12-24;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;512000
2006-12-24;GUAVIO;EMGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;1150000
2006-12-24;INCAUCA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;9900
2006-12-24;INGENIO RIOPAILA 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;2000
2006-12-24;INGENIO RISARALDA 1;IRIG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;5500
2006-12-24;INSULA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;19000
2006-12-24;INTERMEDIA;CHCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1000
2006-12-24;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1300
2006-12-24;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;610
2006-12-24;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;170000
2006-12-24;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;18420
2006-12-24;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;1500
