Fecha;Recurso;Código Agente;Tipo de Generación;Combustible por defecto;Tipo de Despacho;Es Menor;Es Autogenerador;;Capacidad Efectiva Neta kW
2016-02-21;LA NAVETA;IACG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4800
2016-02-21;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1420
2016-02-21;LA REBUSCA;HZEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-02-21;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;306000
2016-02-21;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;11600
2016-02-21;LAGUNETA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-02-21;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3150
2016-02-21;MAYAGUEZ 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-02-21;MERILECTRICA 1;CIVG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;167000
2016-02-21;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;396000
2016-02-21;MIROLINDO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3750
2016-02-21;MONDOMO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-21;MUNICIPAL;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1400
2016-02-21;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;6700
2016-02-21;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-02-21;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5100
2016-02-21;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-21;OVEJAS;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;820
2016-02-21;PAGUA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;600000
2016-02-21;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;31000
2016-02-21;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;72000
2016-02-21;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;70000
2016-02-21;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;154000
2016-02-21;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4900
2016-02-21;PALMAS SAN GIL;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;15000
2016-02-21;PASTALES;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-02-21;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1480
2016-02-21;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5000
2016-02-21;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;207000
2016-02-21;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;405000
2016-02-21;PORCE III;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;700000
2016-02-21;PRADO;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;46000
2016-02-21;PRADO IV;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5000
2016-02-21;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;45000
2016-02-21;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;45000
2016-02-21;PROENCA;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-02-21;PROVIDENCIA;HZEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4900
2016-02-21;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1000
2016-02-21;PURIFICACION;SREG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;8000
2016-02-21;REMEDIOS;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-21;RIO ABAJO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;900
2016-02-21;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4000
2016-02-21;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1800
2016-02-21;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1690
2016-02-21;RIO FRIO II;CETG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;10000
2016-02-21;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-02-21;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;180
2016-02-21;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19800
2016-02-21;RIO PALO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1440
2016-02-21;RIO PIEDRAS;CIVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-21;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-02-21;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1650
2016-02-21;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1200
2016-02-21;RIOGRANDE I;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-02-21;RIONEGRO;EECG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9600
2016-02-21;RUMOR;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-02-21;SAJANDI;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3200
2016-02-21;SALTO II;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;35000
2016-02-21;SALVAJINA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;285000
2016-02-21;SAN CANCIO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2000
2016-02-21;SAN CARLOS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1240000
2016-02-21;SAN FRANCISCO;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;135000
2016-02-21;SAN FRANCISCO (PUTUMAYO);GPYG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;468
2016-02-21;SAN JOSE;GCEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;380
2016-02-21;SAN JOSE DE LA MONTAÑA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;400
2016-02-21;SAN MIGUEL;LCSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;44000
2016-02-21;SANTA ANA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;8000
2016-02-21;SANTA RITA;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1300
2016-02-21;SANTIAGO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2800
2016-02-21;SILVIA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;380
2016-02-21;SOGAMOSO;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;820000
2016-02-21;SONSON;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18500
2016-02-21;SUBA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2550
2016-02-21;SUEVA 2;CMXG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;6000
2016-02-21;TASAJERO 1;TRMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;163000
2016-02-21;TASAJERO 2;TERG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;160000
2016-02-21;TEBSAB;GECG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;791000
2016-02-21;TEQUENDAMA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19400
2016-02-21;TERMOCANDELARIA 1;TCIG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;157000
2016-02-21;TERMOCANDELARIA 2;TCIG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;158000
2016-02-21;TERMOCENTRO CC;ISGG;TERMICA;MEZCLA GAS - JET-A1;DESPACHADO CENTRALMENTE;NO;NO;;264000
2016-02-21;TERMODORADA 1;EPMG;TERMICA;JET-A1;DESPACHADO CENTRALMENTE;NO;NO;;46000
2016-02-21;TERMOEMCALI 1;TEMG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;213000
2016-02-21;TERMOPIEDRAS;TRPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;3750
2016-02-21;TERMOSIERRAB;EPMG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;364000
2016-02-21;TERMOVALLE 1;TMVG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;197000
2016-02-21;TERMOYOPAL 1;TYPG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-21;TERMOYOPAL 2;TYPG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;30000
2016-02-21;UNION;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-02-21;URRA;EMUG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;338000
2016-02-21;URRAO;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1030
2016-02-21;USAQUEN;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1740
2016-02-21;VENTANA A;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-02-21;VENTANA B;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2500
2016-02-21;ZIPAEMG 2;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;34000
2016-02-21;ZIPAEMG 3;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;63000
2016-02-21;ZIPAEMG 4;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;64000
2016-02-21;ZIPAEMG 5;ENDG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;64000
2016-02-22;AGUA FRESCA;ADCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;7290
2016-02-22;ALBAN;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;429000
2016-02-22;ALTO TULUA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;AMAIME;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19170
2016-02-22;AMALFI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;810
2016-02-22;AMERICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;410
2016-02-22;AMOYA LA ESPERANZA;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;80000
2016-02-22;ASNAZU;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;450
2016-02-22;AYURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-02-22;BAJO TULUA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;BARRANQUILLA 3;GECG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;56000
2016-02-22;BARRANQUILLA 4;GECG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;56000
2016-02-22;BARROSO;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;BAYONA;MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;600
2016-02-22;BELLO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;350
2016-02-22;BELMONTE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3400
2016-02-22;BETANIA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;540000
2016-02-22;CALDERAS;ISGG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;CALIMA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;132000
2016-02-22;CAMPESTRE (CALARCA);MCAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-02-22;CAMPESTRE (EPM);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;870
2016-02-22;CARACOLI;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2600
2016-02-22;CARLOS LLERAS;HDPG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;78000
2016-02-22;CARTAGENA 1;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;61000
2016-02-22;CARTAGENA 2;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;60000
2016-02-22;CARTAGENA 3;ENDG;TERMICA;COMBUSTOLEO;DESPACHADO CENTRALMENTE;NO;NO;;66000
2016-02-22;CARUQUIA;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9500
2016-02-22;CASCADA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3000
2016-02-22;CEMENTOS DEL NARE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4500
2016-02-22;CHARQUITO;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19400
2016-02-22;CHIVOR;CHVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1000000
2016-02-22;CIMARRON;TMRG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;20000
2016-02-22;COCONUCO;EMEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4500
2016-02-22;COGENERADOR COLTEJER 1;EPMG;COGENERADOR;CARBON;NO DESPACHADO CENTRALMENTE;NO;NO;;9400
2016-02-22;CUCUANA;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;58000
2016-02-22;CURRUCUCUES;CMXG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1250
2016-02-22;DARIO VALENCIA SAMPER;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;150000
2016-02-22;EL BOSQUE;ERCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2280
2016-02-22;EL LIMONAR;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-02-22;EL MORRO 1;TMRG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;EL MORRO 2;TMRG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;EL POPAL;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;EL QUIMBO;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;396000
2016-02-22;ESMERALDA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;30000
2016-02-22;FLORES 1;TMFG;TERMICA;ACPM;DESPACHADO CENTRALMENTE;NO;NO;;158000
2016-02-22;FLORES 4B;TMFG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;450000
2016-02-22;FLORIDA;GNCG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;GECELCA 3;GECG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;164000
2016-02-22;GUACAICA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;860
2016-02-22;GUAJIRA 1;GECG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;149000
2016-02-22;GUAJIRA 2;GECG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;151000
2016-02-22;GUANAQUITAS;LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;9500
2016-02-22;GUATAPE;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;560000
2016-02-22;GUATRON;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;512000
2016-02-22;GUAVIO;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;1200000
2016-02-22;HIDROMONTAÑITAS;CIVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;INCAUCA 1;GNCG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;10000
2016-02-22;INGENIO PROVIDENCIA 2;GNCG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-02-22;INGENIO RISARALDA 1;EEPG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;5500
2016-02-22;INGENIO SAN CARLOS 1;DLRG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;2000
2016-02-22;INSULA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-02-22;INTERMEDIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;960
2016-02-22;INZA;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-22;IQUIRA I;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4320
2016-02-22;IQUIRA II;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5400
2016-02-22;JAGUAS;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;170000
2016-02-22;JEPIRACHI 1 - 15;EPMG;EOLICA;VIENTO;NO DESPACHADO CENTRALMENTE;SI;NO;;18420
2016-02-22;JULIO BRAVO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1500
2016-02-22;LA CASCADA ( ABEJORRAL);NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3000
2016-02-22;LA CASCADA (ANTIOQUIA);LCSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;2300
2016-02-22;LA HERRADURA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19800
2016-02-22;LA NAVETA;IACG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4800
2016-02-22;LA PITA;HLAG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1420
2016-02-22;LA REBUSCA;HZEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-02-22;LA TASAJERA;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;306000
2016-02-22;LA VUELTA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;11600
2016-02-22;LAGUNETA;ENDG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;18000
2016-02-22;MANANTIALES;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3150
2016-02-22;MAYAGUEZ 1;EPSG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-02-22;MERILECTRICA 1;CIVG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;167000
2016-02-22;MIEL I;ISGG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;396000
2016-02-22;MIROLINDO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;3750
2016-02-22;MONDOMO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-22;MUNICIPAL;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1400
2016-02-22;NIMA;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;6700
2016-02-22;NIQUIA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19000
2016-02-22;NUEVO LIBARE;EEPG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5100
2016-02-22;NUTIBARA;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-22;OVEJAS;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;820
2016-02-22;PAGUA;ENDG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;600000
2016-02-22;PAIPA 1;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;31000
2016-02-22;PAIPA 2;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;72000
2016-02-22;PAIPA 3;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;70000
2016-02-22;PAIPA 4;HIMG;TERMICA;CARBON;DESPACHADO CENTRALMENTE;NO;NO;;154000
2016-02-22;PAJARITO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4900
2016-02-22;PALMAS SAN GIL;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;15000
2016-02-22;PASTALES;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;700
2016-02-22;PATICO - LA CABRERA;GENG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1480
2016-02-22;PIEDRAS BLANCAS;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5000
2016-02-22;PLAYAS;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;207000
2016-02-22;PORCE II;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;405000
2016-02-22;PORCE III;EPMG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;700000
2016-02-22;PRADO;EPSG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;NO;NO;;46000
2016-02-22;PRADO IV;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;5000
2016-02-22;PROELECTRICA 1;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;45000
2016-02-22;PROELECTRICA 2;PRIG;TERMICA;GAS;DESPACHADO CENTRALMENTE;NO;NO;;45000
2016-02-22;PROENCA;PECG;COGENERADOR;BAGAZO;NO DESPACHADO CENTRALMENTE;NO;NO;;19900
2016-02-22;PROVIDENCIA;HZEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4900
2016-02-22;PUENTE GUILLERMO;NRCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1000
2016-02-22;PURIFICACION;SREG;TERMICA;GAS;NO DESPACHADO CENTRALMENTE;SI;NO;;8000
2016-02-22;REMEDIOS;GEEG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;750
2016-02-22;RIO ABAJO;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;900
2016-02-22;RIO BOBO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;4000
2016-02-22;RIO CALI;EPSG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1800
2016-02-22;RIO FRIO I;CETG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1690
2016-02-22;RIO FRIO II;CETG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;10000
2016-02-22;RIO GRANDE;EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-02-22;RIO INGENIO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;180
2016-02-22;RIO MAYO;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;19800
2016-02-22;RIO PALO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1440
2016-02-22;RIO PIEDRAS;CIVG;HIDRAULICA;AGUA;DESPACHADO CENTRALMENTE;SI;NO;;19900
2016-02-22;RIO RECIO;GNCG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;300
2016-02-22;RIO SAPUYES;CDNG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1650
2016-02-22;RIOFRIO (TAMESIS);EPMG;HIDRAULICA;AGUA;NO DESPACHADO CENTRALMENTE;SI;NO;;1200
