Fecha,AGUA,CARBÓN,GAS,LÍQUIDOS,MEZCLAS,PESCASEZ,PBOLSA
2/07/2017,52.5,148.08,382.82,599.43,321.48,363.18,64.64
3/07/2017,52.38,169.74,383.04,599.43,221.25,363.18,64.46
4/07/2017,52.44,149.85,383.99,599.43,338.94,363.18,66.16
5/07/2017,54.93,137.6,380.57,599.43,261.97,363.18,64.87
6/07/2017,55.5,137.6,380.61,599.43,296.94,363.18,65.65
7/07/2017,56.24,138.23,380.63,599.43,282.09,363.18,66.36
8/07/2017,57.22,138.18,379.76,601.52,226.16,363.18,65.15
9/07/2017,58.88,155.73,392.54,601.52,293.41,363.18,67.28
10/07/2017,58.05,155.52,383.86,601.52,293.41,363.18,75.33
11/07/2017,59.94,151.73,380.64,601.52,293.41,363.18,75.65
12/07/2017,56.07,153,378.88,601.52,287.09,363.18,66.27
13/07/2017,62.46,152.56,378.4,601.44,270.37,363.18,72.01
14/07/2017,62.41,152.24,352.48,591.14,308.85,363.18,71.91
15/07/2017,59.22,153.3,379.46,594.01,240.7,363.18,64.67
16/07/2017,59.84,155.09,376.57,593.91,261.42,363.18,66.18
17/07/2017,63.04,150.31,371.62,593.91,301.57,363.18,70.42
18/07/2017,64.51,150.96,366.74,593.91,309.03,363.18,85.36
19/07/2017,66.35,151,343.57,591.14,309.03,363.18,89.87
20/07/2017,71.73,150.29,345.47,591.14,246.23,363.18,68.54
21/07/2017,61.18,151.44,370.01,593.91,301.29,363.18,75.04
22/07/2017,59.01,140.87,369.98,593.91,309.56,363.18,65.8
23/07/2017,61.05,149.91,371.67,593.91,277.55,363.18,65.3
24/07/2017,58.13,149.16,373.05,593.91,316.45,363.18,71.68
25/07/2017,60.88,152.25,371.85,593.91,290.99,363.18,78.34
26/07/2017,62.58,145.89,372.16,594.01,312.53,363.18,73.05
27/07/2017,61.96,144.43,369.63,593.91,312.53,363.18,80.53
28/07/2017,62.51,144.05,369.59,593.91,312.53,363.18,84.87
29/07/2017,64.77,165.62,369.59,592.26,,363.18,73.25
30/07/2017,69.52,149.53,369.92,592.26,295.67,363.18,72.68
31/07/2017,65.12,148.45,369.89,592.21,301.34,363.18,71.29
1/08/2017,67.54,148.45,375.37,592.26,301.38,361.63,97.25
2/08/2017,63.83,148.25,375.07,592.26,286.08,361.63,81.18
3/08/2017,60.49,157.5,375.24,594.19,,361.63,82.94
4/08/2017,57.64,157.5,375.86,594.19,,361.63,68.02
5/08/2017,57.38,157.98,375.84,594.31,,361.63,64.84
6/08/2017,57.27,134.31,370.17,594.27,290.93,361.63,64.34
7/08/2017,57.58,148.59,369.86,594.27,319.25,361.63,66.08
8/08/2017,57.17,148.59,369.73,594.27,319.25,361.63,71.43
9/08/2017,60.01,152.33,369.54,594.27,319.25,361.63,68.41
10/08/2017,59.99,152.1,366.6,594.27,308.31,361.63,68.66
11/08/2017,58.91,145.86,368.05,594.27,320.85,361.63,66.22
12/08/2017,59.56,144.89,367.76,602.8,320.85,361.63,69.2
13/08/2017,61.44,167.18,358.69,602.8,225.41,361.63,68.8
14/08/2017,61.31,152.75,356.72,602.8,324.91,361.63,81.23
15/08/2017,61.83,148.87,356.52,602.79,289.14,361.63,87.64
16/08/2017,62.64,150.46,349.51,616.2,289.14,361.63,74.59
17/08/2017,64.45,164.47,363.25,603.66,,361.63,80.83
18/08/2017,71.42,164.47,361.65,603.66,,361.63,99.33
19/08/2017,77.83,152.56,371.09,603.66,288.3,361.63,112.07
20/08/2017,83.81,147.81,363.84,603.62,288.3,361.63,99.64
21/08/2017,82.55,147.64,363.87,603.67,288.3,361.63,108.15
22/08/2017,76.98,162.48,363.86,603.67,,361.63,107.9
23/08/2017,80.62,162.48,362.87,603.67,,361.63,109.25
24/08/2017,83.1,162.45,363.14,603.67,,361.63,117.36
25/08/2017,81.51,162.45,363.45,603.67,,361.63,113.87
26/08/2017,83.75,162.45,363.83,603.67,,361.63,115.2
27/08/2017,86.6,146.91,361.18,603.67,300.52,361.63,113.5
28/08/2017,87.41,147.6,361.2,603.62,355.65,361.63,128.07
29/08/2017,89.23,147.6,378.31,616.2,355.65,361.63,135.45
30/08/2017,91.92,145.11,360.98,616.2,355.65,361.63,139.41
31/08/2017,98.79,145.69,378.51,616.15,355.65,361.63,137.71
1/09/2017,91.14,145.29,363.32,603.62,311.07,369.98,145.64
2/09/2017,97.36,168.8,363.28,603.62,,369.98,141.75
3/09/2017,102.05,170.57,360.76,603.62,,369.98,138.68
4/09/2017,99.1,152.07,359.66,603.58,303.21,369.98,142.16
5/09/2017,99.8,152.42,359.64,603.58,320.78,369.98,137.56
6/09/2017,96.63,152.32,359.6,603.58,320.78,369.98,140.68
7/09/2017,97.04,153.71,359.6,603.58,320.78,369.98,133.56
8/09/2017,100.33,156.92,361.56,603.58,316.21,369.98,140.19
9/09/2017,89.7,160.65,361.48,601.07,244.47,369.98,124.65
10/09/2017,96.47,147.95,361.55,601.07,318.85,369.98,126.8
11/09/2017,96.97,143.49,357.87,603.58,318.85,369.98,131.16
12/09/2017,89.22,142.45,357.9,603.62,318.85,369.98,125.84
13/09/2017,84.85,145.47,360.63,603.62,305.05,369.98,129.67
14/09/2017,88.39,143.27,362.48,603.62,298.24,369.98,133.9
15/09/2017,83.76,158.2,361.81,603.62,,369.98,117.26
16/09/2017,79.45,144.17,343.48,600.16,247.71,369.98,117.71
17/09/2017,85.26,161.88,339.82,600.16,,369.98,113.44
18/09/2017,83.1,140.3,358.17,612.99,318.66,369.98,125.55
19/09/2017,77,155.83,356.02,612.99,,369.98,105.2
20/09/2017,77.76,152.71,356.03,612.99,,369.98,115.55
21/09/2017,78.24,162.35,357.09,612.99,,369.98,125.04
22/09/2017,86.18,156.29,357.1,612.95,,369.98,120.63
23/09/2017,84.43,159.83,357.07,612.95,,369.98,123.42
24/09/2017,84.4,140.33,357.45,612.95,319.15,369.98,113.77
25/09/2017,78.68,137.48,357.45,612.95,220.97,369.98,114.48
26/09/2017,78.15,150.65,357.44,612.95,,369.98,117.33
27/09/2017,75.03,149.7,357.44,612.95,,369.98,112.16
28/09/2017,77.9,149.76,357.46,612.95,,369.98,134.9
29/09/2017,77.22,149.76,357.46,612.95,,369.98,111.91
30/09/2017,76.67,149.88,357.05,612.95,,369.98,107.14
1/10/2017,73.85,136.27,355.26,611.7,299.56,379.14,107.01
2/10/2017,81.63,135.72,354.14,611.7,302.18,379.14,116.72
3/10/2017,74.24,135.12,353.81,611.7,302.18,379.14,118.93
4/10/2017,73.19,134.79,355.81,609.29,302.18,379.14,119.49
5/10/2017,81.51,137.72,356.23,609.29,302.23,379.14,129.4
6/10/2017,71.14,136.95,344.09,609.29,329.58,379.14,118.13
7/10/2017,77.12,140.95,344.1,637.32,329.58,379.14,126.79
8/10/2017,74.74,137.24,346.48,653.89,315.47,379.14,116.79
9/10/2017,70.79,124.58,349.63,653.95,282.51,379.14,123.68
10/10/2017,75.4,124.58,345.99,653.95,284.26,379.14,122.59
11/10/2017,84.93,124.58,350.14,653.95,284.26,379.14,125.79
12/10/2017,85.91,124.37,344.96,653.95,284.26,379.14,126.58
13/10/2017,89.01,120.78,356.64,653.95,284.26,379.14,135.31
14/10/2017,94.44,122.76,358.13,653.95,284.26,379.14,124.75
15/10/2017,83.89,122.76,358.86,653.95,247.37,379.14,125.35
16/10/2017,81.33,128.98,359.24,653.95,247.37,379.14,123.76
17/10/2017,85.68,122.33,360.55,648.5,247.37,379.14,139.52
18/10/2017,91.25,117.45,354.92,648.5,255.54,379.14,155.77
19/10/2017,86.3,118.14,354.14,648.5,255.54,379.14,154.29
20/10/2017,102.98,118.23,355.24,648.5,255.52,379.14,158.57
21/10/2017,101.73,116.59,356.04,648.5,226.43,379.14,173.05
22/10/2017,109.22,117.02,355.17,648.5,227.87,379.14,157.55
23/10/2017,107.65,120.95,353.55,648.5,244.52,379.14,168.41
24/10/2017,108.48,121.07,351.99,648.5,239.11,379.14,169.1
25/10/2017,104.59,121.17,351.36,648.5,247.12,379.14,171.38
26/10/2017,109.45,121.17,351.34,648.5,247.12,379.14,173.96
27/10/2017,106.47,121.07,351.04,648.5,245.46,379.14,167.89
28/10/2017,104.26,121.07,356.37,651.35,258.94,379.14,159.05
29/10/2017,113.63,121.07,355.09,651.35,258.98,379.14,148.45
30/10/2017,89.79,121.07,355.41,651.35,242.39,379.14,135.98
31/10/2017,87.64,120.24,361.7,651.35,256.22,379.14,114.13
1/11/2017,86.88,136.04,364.56,652.19,261.22,395.41,141.04
2/11/2017,92.36,135.69,364.34,657.39,266.51,395.41,138.08
3/11/2017,104.39,136.19,364.63,657.39,267.51,395.41,146.4
4/11/2017,104.67,136.19,365.3,658.86,269.12,395.41,138.44
5/11/2017,106.4,136.19,369.4,658.93,269.12,395.41,136.13
6/11/2017,109.19,136.19,373.91,658.93,269.12,395.41,132.42
7/11/2017,106.63,136.19,371.98,658.93,269.13,395.41,138.03
8/11/2017,103.8,136.19,370.8,658.93,267.07,395.41,144.1
9/11/2017,113.6,136.19,371.04,658.86,267.07,395.41,149.74
10/11/2017,107.43,132.01,371.73,658.86,267.07,395.41,152.12
11/11/2017,111.55,134.01,385.56,652.14,222.05,395.41,150.55
12/11/2017,111.83,135.18,383.02,652.14,226.14,395.41,140.33
13/11/2017,116.12,126.01,381.82,652.14,226.14,395.41,144.4
14/11/2017,114.37,133.78,381.84,646,178.98,395.41,166.96
15/11/2017,110.14,126.01,370.86,661.62,178.16,395.41,157.63
16/11/2017,107.49,127.16,354.04,661.62,286.37,395.41,157.48
17/11/2017,109.44,127.16,354.59,661.55,286.37,395.41,152.26
18/11/2017,101.02,135.28,354.51,661.51,298.24,395.41,137.26
19/11/2017,92.05,126.79,370.91,661.51,287.45,395.41,121.05
20/11/2017,77.66,126.01,370.87,661.51,287.56,395.41,109.15
21/11/2017,73.94,126.01,370.15,652.07,294.83,395.41,115.33
22/11/2017,72.33,126.01,370.87,671.15,286.37,395.41,113.3
23/11/2017,73.99,126.01,370.89,652.07,295.18,395.41,124.13
24/11/2017,70.44,126.01,370.92,657.11,265.44,395.41,103.57
25/11/2017,69.61,131.66,370.87,655.52,265.44,395.41,98.76
26/11/2017,69.19,131.66,370.7,655.45,286.6,395.41,84.82
27/11/2017,68.11,131.66,369.67,655.52,290.86,395.41,88.1
28/11/2017,69.22,131.66,369.66,655.52,290.86,395.41,91.8
29/11/2017,68.27,131.62,350.36,629.13,290.86,395.41,89.91
30/11/2017,69.38,129.23,369.69,655.52,290.86,395.41,90.82
1/12/2017,59.79,129.23,388.22,654.99,293.93,421.69,84.93
2/12/2017,61.09,128.68,388.86,654.92,293.93,421.69,81.24
3/12/2017,54.86,128.68,390.35,654.92,293.93,421.69,76.42
4/12/2017,52.47,128.68,389.24,654.92,293.93,421.69,73.13
5/12/2017,53.9,128.68,382.08,682.39,293.93,421.69,77.96
6/12/2017,55.19,131.39,389.2,649.23,282.03,421.69,78.94
7/12/2017,58.31,131.39,388.01,649.23,281.75,421.69,81.82
8/12/2017,58.63,131.39,388.03,649.23,281.75,421.69,81.6
9/12/2017,60.69,131.39,388.03,655.28,283.43,421.69,86.18
10/12/2017,61.95,131.39,388.51,660.58,283.5,421.69,86.54
11/12/2017,60.49,131.39,388.5,660.58,283.5,421.69,93.07
12/12/2017,57.51,134.49,388.39,660.58,281.38,421.69,86.54
13/12/2017,63.5,138.46,382.18,660.58,281.38,421.69,90.21
14/12/2017,61.59,138.46,382.18,660.56,281.38,421.69,84.74
15/12/2017,59.09,138.7,382.15,660.56,281.38,421.69,77.54
16/12/2017,58.56,138.7,382.14,660.56,281.38,421.69,82.5
17/12/2017,60.96,138.64,381.69,660.56,281.38,421.69,77.87
18/12/2017,62.52,138.64,382.6,660.56,261.68,421.69,93.28
19/12/2017,62.58,139.29,382.41,660.56,275.4,421.69,91.1
20/12/2017,66.96,138.97,382.45,660.56,261.68,421.69,102.74
21/12/2017,75.65,140.76,383.14,660.56,269.51,421.69,107.18
22/12/2017,76.85,140.76,383.28,660.56,269.51,421.69,114.53
23/12/2017,86.92,139.08,383.27,660.56,269.51,421.69,116.4
24/12/2017,92.63,139.08,382.53,660.56,288.42,421.69,121.59
25/12/2017,89.1,129.92,382.51,660.56,288.42,421.69,126.52
26/12/2017,98.76,129.92,382.54,660.56,288.42,421.69,140.47
27/12/2017,100.1,119.93,382.54,660.56,263.31,421.69,145.35
28/12/2017,102.92,119.93,382.54,660.56,263.31,421.69,144.04
29/12/2017,104.09,119.93,382.36,660.5,269.75,421.69,147.65
30/12/2017,121.61,119.93,382.38,660.5,269.75,421.69,163.91
31/12/2017,120.41,119.93,382.97,660.56,272.36,421.69,151.79
1/01/2018,115.51,120.95,385.8,660.09,274.26,563.56,121.56
2/01/2018,126.65,120.95,385.75,660.09,274.26,563.56,139.07
3/01/2018,124.3,120.95,385.61,660.09,266.69,563.56,137.73
4/01/2018,113.59,121.4,384.79,660.09,283.67,563.56,145.42
5/01/2018,109.57,121.4,384.82,660.43,283.38,563.56,137.5
6/01/2018,114.63,121.4,384.82,659.79,283.38,563.56,136.66
7/01/2018,106.73,121.4,383.21,659.74,281.7,563.56,133.35
8/01/2018,108.02,121.4,383.75,659.74,281.69,563.56,132.9
9/01/2018,106.69,120.96,382.58,659.74,282.32,563.56,135.73
10/01/2018,107.04,120.96,380.39,659.74,285.06,563.56,134.57
11/01/2018,105.88,120.96,380.41,659.74,285.06,563.56,135.01
12/01/2018,99.55,120.96,380.44,659.74,284.54,563.56,133.99
13/01/2018,102.35,120.96,379.31,662.1,289.05,563.56,131.85
14/01/2018,104.19,120.96,378.43,662.1,299.82,563.56,129.31
15/01/2018,89.8,120.96,378.42,662.1,295.82,563.56,118.49
16/01/2018,88.43,120.96,378.41,662.1,295.78,563.56,126.36
17/01/2018,88.54,120.96,378.42,662.1,295.78,563.56,121.94
18/01/2018,76.21,122.64,378.4,662.1,295.78,563.56,122.17
19/01/2018,78.64,124.27,378.42,662.1,295.78,563.56,123.46
20/01/2018,80.58,124.27,378.41,662.1,295.78,563.56,118.11
21/01/2018,78.05,124.27,377.91,662.1,249.69,563.56,95.78
22/01/2018,72.32,124.27,379.85,662.1,289.67,563.56,119.21
23/01/2018,72.85,124.27,370.21,662.1,295.82,563.56,116.51
24/01/2018,71.6,124.23,370.64,662.1,295.82,563.56,114.24
25/01/2018,74.72,124.23,370.62,662.1,295.82,563.56,115.73
26/01/2018,73.79,124.23,370.58,662.1,295.63,563.56,114.22
27/01/2018,81.68,125.9,380.19,662.1,295.63,563.56,120.46
28/01/2018,83.01,125.9,378.95,662.1,280.89,563.56,115.74
29/01/2018,87.08,125.9,378.98,662.1,283.35,563.56,121.05
30/01/2018,82.43,125.9,379.34,662.1,279.98,563.56,120.44
31/01/2018,78.88,125.9,379.33,662.1,280.24,563.56,122.39
1/02/2018,84.84,121.95,377.36,655.81,277.74,564.87,139.63
2/02/2018,86.73,121.95,358.71,629.61,283.39,564.87,134.77
3/02/2018,98.92,125.14,378.07,672.74,283.39,564.87,149.86
4/02/2018,105.72,121.97,382.38,667.7,275.61,564.87,146.63
5/02/2018,101.39,121.97,383.39,672.78,246.31,564.87,148.23
6/02/2018,93.07,146.56,383.44,672.78,,564.87,133.74
7/02/2018,93.61,148.78,383.44,672.78,,564.87,151.36
8/02/2018,85.06,148.78,382.44,662.91,,564.87,136.29
9/02/2018,85.37,149.06,381.7,672.79,,564.87,135.14
10/02/2018,93.98,146.87,383.12,678.32,,564.87,131.28
11/02/2018,92.41,122.03,384.05,678.32,224.39,564.87,133.74
12/02/2018,92.19,122.03,384.2,678.32,207.64,564.87,136.16
13/02/2018,94.42,122.03,402.43,678.32,217.44,564.87,134.13
14/02/2018,91.5,122.03,401.93,676.37,204.01,564.87,135.3
15/02/2018,91.31,121.05,384.27,676.37,266.42,564.87,138.41
16/02/2018,92.69,121.05,378.07,676.37,312.07,564.87,139.43
17/02/2018,93.03,121.05,366,671.08,312.09,564.87,132.15
18/02/2018,89.97,121.13,387.47,652.25,205.07,564.87,127.39
19/02/2018,96.93,121.13,419.07,655.13,205.07,564.87,137.64
20/02/2018,91.35,116.44,418.47,655.13,205.07,564.87,142.72
21/02/2018,106.1,121.05,418.03,655.13,205.07,564.87,161.26
22/02/2018,106.44,121.05,420.5,682.37,205.07,564.87,148.25
23/02/2018,100.65,121.06,415.3,688.97,205.07,564.87,143.88
24/02/2018,101.44,121.06,420.25,654.97,205.07,564.87,139.79
25/02/2018,105.43,121.06,442.29,654.97,207.18,564.87,142.5
26/02/2018,106.86,121.06,433.84,689.17,207.18,564.87,151.38
27/02/2018,103.87,121.06,428.03,689.17,207.18,564.87,151
28/02/2018,107.14,121,432.27,655.29,207.18,564.87,146.64
1/03/2018,95.01,121,432.48,655.56,226.34,593.21,139
2/03/2018,110.31,120.17,429.48,655.56,226.34,593.21,153.95
3/03/2018,121.47,126.73,429.03,655.48,250.1,593.21,154.74
4/03/2018,118.63,126.73,423.73,652.89,276.22,593.21,174.82
5/03/2018,133.36,126.73,423.72,652.89,259.49,593.21,183.77
6/03/2018,130.37,126.73,423.72,652.89,200.62,593.21,178.09
7/03/2018,138.13,126.73,423.72,652.89,185,593.21,180.99
8/03/2018,126.98,131.55,402.74,686.19,176.47,593.21,177.66
9/03/2018,138.42,131.55,425.09,652.91,182.63,593.21,178.79
10/03/2018,148.82,131.58,424.15,645.98,197.2,593.21,185.11
11/03/2018,154.47,131.6,410.51,645.98,197.2,593.21,190.62
12/03/2018,147.5,131.58,408.8,677.49,176.82,593.21,205.96
13/03/2018,143.4,131.58,405.48,677.49,176.82,593.21,209.38
14/03/2018,149.86,139.84,388.56,677.49,176.82,593.21,214.35
15/03/2018,140.43,138.31,388.55,677.49,176.82,593.21,206.92
16/03/2018,136.83,138.31,388.88,677.49,178.47,593.21,200.76
17/03/2018,141.8,141.14,387.22,677.49,177.68,593.21,186.39
18/03/2018,142.41,141.14,406.99,645.98,195.18,593.21,177.95
19/03/2018,140.66,141.14,406.92,645.98,195.18,593.21,167.72
20/03/2018,126.01,141.14,407.03,645.96,205.52,593.21,174.5
21/03/2018,123.81,141.14,407.09,645.96,180.22,593.21,167.36
22/03/2018,102.94,141.12,405.26,640.45,180.22,593.21,155.29
23/03/2018,101.96,141.1,406.59,640.45,184.98,593.21,144.9
24/03/2018,97.83,134.01,391.19,677.46,202.7,593.21,141.84
25/03/2018,98.32,134.01,391.04,677.49,225.7,593.21,153.43
26/03/2018,114.25,134.01,391.14,677.49,224.65,593.21,168.68
27/03/2018,122.47,134.29,389.41,678.66,224.65,593.21,174.71
28/03/2018,120.55,138.69,388.16,678.66,188.74,593.21,179.49
29/03/2018,125.88,136.44,405.12,646.91,232.14,593.21,167.41
30/03/2018,117.21,136.07,405.12,646.91,247.19,593.21,118.89
31/03/2018,118.27,136.07,405.09,646.91,257.59,593.21,154.73
1/04/2018,101.39,136.07,404.46,646.93,257.64,579.84,120.77
2/04/2018,113.54,139.16,406.19,646.93,257.64,579.84,157.47
3/04/2018,110.49,137.94,406.2,646.93,250.83,579.84,153.1
4/04/2018,105.81,138.05,386.16,608.95,247.7,579.84,142.13
5/04/2018,104.48,138.05,385.29,646.93,245.35,579.84,131.91
6/04/2018,98.68,139.14,389,646.93,245.35,579.84,113.11
7/04/2018,97.73,140.65,409.51,646.93,245.35,579.84,120.16
8/04/2018,85.84,140.65,400.69,646.92,245.9,579.84,102.46
9/04/2018,85.47,140.65,400.68,646.92,245.9,579.84,112.28
10/04/2018,88.17,140.67,413.92,646.92,245.9,579.84,114.96
11/04/2018,90.48,140.86,413.9,641.14,245.9,579.84,141.28
12/04/2018,88.34,139.16,413.89,641.17,245.9,579.84,116.19
13/04/2018,87.07,139.12,413.88,641.17,245.9,579.84,123.05
14/04/2018,90.73,139.91,413.89,647.91,245.9,579.84,117.22
15/04/2018,88.85,139.91,412.62,647.91,245.9,579.84,103.87
16/04/2018,85.35,139.91,405.95,676.41,260.68,579.84,125.76
17/04/2018,79.15,139.91,410.32,653.84,245.9,579.84,124.4
18/04/2018,82.16,139.97,409.65,679.96,245.9,579.84,134.76
19/04/2018,80.75,139.97,410.42,689.12,245.9,579.84,129.39
20/04/2018,85.03,123.35,408.85,666.74,245.9,579.84,119.96
21/04/2018,80.51,123.35,409.52,666.74,245.9,579.84,78.76
22/04/2018,86.92,105.65,397.61,666.74,270.63,579.84,86.13
23/04/2018,86.04,105.65,397.65,676.2,238.74,579.84,124.52
24/04/2018,85.76,106.21,395.07,698.57,238.74,579.84,137.05
25/04/2018,78.21,106.21,394.98,676.2,238.74,579.84,130.87
26/04/2018,71.78,106.21,398.17,676.2,263.07,579.84,113.75
27/04/2018,74.77,106.21,398.48,676.2,263.07,579.84,105.88
28/04/2018,77.5,139.5,405.58,676.2,263.07,579.84,90.94
29/04/2018,71.39,139.5,410.02,676.2,263.07,579.84,71.06
30/04/2018,70.51,139.5,403.43,676.2,279.21,579.84,97.66
1/05/2018,71.55,139.5,397.44,676.56,268.57,584.81,78.38
2/05/2018,70.68,106.35,397.38,676.56,268.38,584.81,83.9
3/05/2018,68.68,106.35,402.22,676.56,268.38,584.81,79.04
4/05/2018,65.1,144.38,409.38,676.56,273.16,584.81,71.07
5/05/2018,65.95,142.6,397.24,677.45,272.04,584.81,80.24
6/05/2018,74.42,142.63,400.06,668.14,272.3,584.81,77.24
7/05/2018,69.86,142.15,400.25,668.06,268.48,584.81,88.85
8/05/2018,70.11,142.14,400.31,668.06,268.48,584.81,113.35
9/05/2018,66.88,142.14,400.34,668.06,268.48,584.81,76.91
10/05/2018,66.12,144.31,400.08,668.06,268.59,584.81,75.34
11/05/2018,65.48,144.31,401.4,668.06,268.59,584.81,71.76
12/05/2018,64.03,142.91,401.4,669.59,268.59,584.81,66.87
13/05/2018,69.57,144.31,399.56,669.59,268.59,584.81,66.92
14/05/2018,68.95,142.18,399.52,669.56,268.59,584.81,67.02
15/05/2018,70.16,142.18,399.51,669.56,268.59,584.81,64.91
16/05/2018,65.21,142.18,399.5,669.56,268.59,584.81,66.03
17/05/2018,69.7,142.18,388.47,669.56,268.59,584.81,71.08
18/05/2018,68.95,142.18,388.46,669.56,268.59,584.81,69.57
19/05/2018,69.54,142.18,383.69,688.83,268.59,584.81,68.92
20/05/2018,70.26,142.18,388.97,669.56,268.59,584.81,65.47
21/05/2018,63.66,142.18,389.08,669.57,268.59,584.81,69.41
22/05/2018,59.51,145.8,389.06,669.57,268.59,584.81,70.14
23/05/2018,58.42,142.51,399,669.57,268.59,584.81,73.04
24/05/2018,59.31,142.18,397.01,669.57,268.59,584.81,74.2
25/05/2018,57.8,142.18,396.87,669.57,268.59,584.81,74.99
26/05/2018,63.92,142.18,396.98,669.08,268.59,584.81,91.83
27/05/2018,65.84,143.14,395.12,669.08,276.54,584.81,78.2
28/05/2018,60.94,143.12,395.18,669.09,276.54,584.81,70.62
29/05/2018,57.56,143.12,394.62,669.09,276.54,584.81,69.29
30/05/2018,57.39,147.83,395.81,669.09,276.54,584.81,69.53
31/05/2018,61.47,147.83,395.81,661.09,276.54,584.81,106.09
1/06/2018,61.47,148.14,401.53,669.52,293.73,588.24,72.89
2/06/2018,57.06,148.14,401.49,669.49,276.31,588.24,71.52
3/06/2018,59.17,153.48,405.83,669.49,284.61,588.24,69.35
4/06/2018,59.47,153.48,406.35,669.49,281.62,588.24,70.57
5/06/2018,60.44,153.4,406.29,669.49,281.12,588.24,72.27
6/06/2018,58.27,153.4,376.75,639.63,281.12,588.24,65.97
7/06/2018,57.72,156.59,407.64,669.49,281.12,588.24,69.81
8/06/2018,57.88,156.58,407.63,669.49,281.12,588.24,75.24
9/06/2018,62.29,156.59,405.61,669.51,304.29,588.24,76.51
10/06/2018,61.65,156.59,408.14,688.77,287.25,588.24,75.67
11/06/2018,61.46,157.81,410.51,669.56,290.29,588.24,69.23
12/06/2018,58.66,157.81,410.39,669.56,277.67,588.24,70.1
13/06/2018,58.02,157.81,410.4,669.56,277.67,588.24,69.68
14/06/2018,59.55,157.81,410.4,669.56,277.67,588.24,69.84
15/06/2018,58.5,157.81,410.43,669.56,277.67,588.24,77.6
16/06/2018,57.62,156.58,409.49,686.97,277.67,588.24,72.32
17/06/2018,58.12,156.58,409.69,686.97,273.73,588.24,68.81
18/06/2018,58.78,156.58,409.65,686.97,273.73,588.24,69.89
19/06/2018,60.1,156.72,409.66,674.2,273.73,588.24,70.43
20/06/2018,60.36,156.58,409.63,674.2,275.62,588.24,70.47
21/06/2018,60.36,156.58,429.29,674.2,275.62,588.24,70.62
22/06/2018,60.35,156.78,422.56,674.2,278.38,588.24,72.1
23/06/2018,65.77,156.58,423.19,715.97,278.38,588.24,72.54
24/06/2018,68.41,156.58,440.48,726.72,278.38,588.24,72.17
25/06/2018,64.5,158.68,439.48,726.72,245.68,588.24,106.28
26/06/2018,64.94,158.41,447.42,726.72,245.68,588.24,91.83
27/06/2018,61.79,156.58,446.39,726.72,278.38,588.24,79.71
28/06/2018,62.48,129.51,447.42,726.72,278.38,588.24,91.3
29/06/2018,62.82,125.88,463.42,726.72,278.38,588.24,71.58
30/06/2018,61.97,125.88,463.44,726.72,284.72,588.24,72.86
1/07/2018,67.24,125.34,459.75,727.14,300.83,628.25,72.51
2/07/2018,63.96,125.34,460.37,727.14,304.12,628.25,68.79
3/07/2018,58.49,125.35,460.46,727.14,290.4,628.25,67.75
4/07/2018,60,118.04,460.49,727.14,296.06,628.25,77.87
5/07/2018,59.72,119.09,460.67,727.14,301,628.25,68.5
6/07/2018,62,119.07,436.65,727.14,301,628.25,71.67
7/07/2018,65.55,119.07,436.61,727.14,320.04,628.25,70.81
8/07/2018,65.91,159.98,441.91,721.33,302.45,628.25,72.13
9/07/2018,63.79,158.64,441.94,724.02,330.7,628.25,105.41
10/07/2018,68.92,158.64,441.96,724.02,327.87,628.25,105.56
11/07/2018,63.42,159.04,448.83,724.02,328.37,628.25,91.29
12/07/2018,67.88,159.04,445.82,724.02,328.37,628.25,72.68
13/07/2018,67.35,159.04,448.68,724.02,342.36,628.25,98.83
14/07/2018,60.16,160.91,444.67,724.02,342.53,628.25,68.02
15/07/2018,63.2,128.57,441.84,770.04,345.63,628.25,72.36
16/07/2018,60.09,119.85,446.79,732.16,341.78,628.25,71.61
17/07/2018,63.9,119.85,446.43,732.16,341.78,628.25,76.82
18/07/2018,68.45,119.85,435.76,732.16,341.81,628.25,91.28
19/07/2018,68.36,119.85,437.07,732.16,346.77,628.25,112.96
20/07/2018,63.15,110.79,439.09,726.83,240.66,628.25,74.46
21/07/2018,64.86,111.38,439.07,726.83,341.82,628.25,77.09
22/07/2018,61.77,152.25,439.39,726.83,341.82,628.25,70.74
23/07/2018,68.47,152.25,439.39,726.83,348.03,628.25,109.63
24/07/2018,60.89,152.25,439.44,726.83,348.03,628.25,73.93
25/07/2018,62.43,152.25,439.44,731.71,353.64,628.25,104.97
26/07/2018,60.62,150.97,439.42,731.71,353.64,628.25,73
27/07/2018,73.09,151.47,443.47,731.71,353.93,628.25,88.75
28/07/2018,77.53,151.47,443.66,731.71,353.93,628.25,72.68
29/07/2018,77.63,154.67,440.14,770.04,353.93,628.25,77.53
30/07/2018,74.29,151.21,443.69,726.36,353.93,628.25,80.74
31/07/2018,63.31,151.21,443.69,726.36,353.93,628.25,71.22
1/08/2018,65.91,151.41,433.78,726.56,358.64,616.8,94.12
2/08/2018,66.11,151.41,447.29,726.56,345.01,616.8,114.22
3/08/2018,64.44,146.28,464.78,726.56,355.64,616.8,86.39
4/08/2018,69.18,150.98,464.23,731.9,355.64,616.8,78.9
5/08/2018,72.32,200.93,446.07,731.9,,616.8,73.45
6/08/2018,60.73,199.62,445.51,731.9,,616.8,72.85
7/08/2018,60.33,199.62,445.51,731.49,,616.8,72.24
