Fecha,AGUA,CARBÓN,GAS,LÍQUIDOS,MEZCLAS,PESCASEZ,PBOLSA
22/05/2016,116.31,152.13,259.38,519.21,342.98,302.43,140.95
23/05/2016,130.51,152.13,248.23,563.36,343.62,302.43,151.84
24/05/2016,109.82,152.13,252.48,563.36,343.07,302.43,148.47
25/05/2016,120.49,150.19,262.19,563.36,309.12,302.43,158.12
26/05/2016,119.9,150.9,261.38,563.36,357.61,302.43,155.55
27/05/2016,118.15,150.9,261.15,563.36,355.58,302.43,157.62
28/05/2016,121.07,151.03,261.02,563.73,355.74,302.43,153.1
29/05/2016,115.63,152.66,260.28,558.15,392.71,302.43,137.55
30/05/2016,108.82,130.42,254.13,554.84,383.96,302.43,133.98
31/05/2016,109.7,129.83,246.94,554.51,358.11,302.43,134.22
1/06/2016,108.87,128.83,262.36,558.11,359.54,302.43,139.31
2/06/2016,109.76,131.79,271.94,558.11,378.03,302.43,145.16
3/06/2016,97.07,134.61,272.41,558.12,377.59,302.43,117.65
4/06/2016,123.42,144.24,292.34,563.71,378.87,302.43,189.64
5/06/2016,126.09,143.81,293.96,549.41,381.45,302.43,121.31
6/06/2016,135,139.98,291.51,555.53,382.32,302.43,154.82
7/06/2016,134.32,140.46,267.93,542.74,382.16,302.43,156.13
8/06/2016,138.4,137.79,240.95,542.74,382.23,302.43,181.72
9/06/2016,139.51,133.75,246.36,542.75,376.38,302.43,188.08
10/06/2016,145.24,134.24,259.53,548.77,373.85,302.43,175.99
11/06/2016,147.37,134.24,262.31,549.44,323.76,302.43,153.25
12/06/2016,146.39,134.24,264.78,549.44,326.35,302.43,156.04
13/06/2016,149.11,135.53,247.19,549.43,325.67,302.43,187.86
14/06/2016,151.96,132.55,253.53,549.43,302.8,302.43,180.84
15/06/2016,171.63,131.73,272.51,556.58,307.04,302.43,233.94
16/06/2016,163.99,131.73,272.93,567.07,335.59,302.43,190.42
17/06/2016,165.99,131.73,289.34,567.07,195.7,302.43,206.82
18/06/2016,192.84,132.55,289.34,585.97,188.03,302.43,276.76
19/06/2016,194.08,128.3,286.37,585.97,186.88,302.43,225.89
20/06/2016,188.17,127.41,279.54,595.22,192.59,302.43,254.55
21/06/2016,175.34,127.41,262.49,593.86,186.48,302.43,228.61
22/06/2016,153.06,130.74,261.01,584.31,224.53,302.43,192.88
23/06/2016,136.65,128.4,266.11,584.67,219.63,302.43,160.77
24/06/2016,153.19,127.81,266.09,584.36,239.28,302.43,172.79
25/06/2016,152.84,127.41,274.18,584.08,238.35,302.43,116.01
26/06/2016,118.15,127.41,273.97,586.58,239.16,302.43,127.32
27/06/2016,114.45,127.41,260.74,586.58,239.16,302.43,126.43
28/06/2016,113.82,127.41,277.94,588.15,239.16,302.43,125.12
29/06/2016,111.09,127.41,273.4,588.15,240.66,302.43,123.09
30/06/2016,114.4,127.41,280.7,588.15,232.33,302.43,132.26
1/07/2016,134.71,125.76,286.46,587.73,241.99,306.92,155.66
2/07/2016,122.6,125.76,287.03,586.56,242.34,306.92,143.57
3/07/2016,127.02,128.18,287.78,586.74,242.34,306.92,133.04
4/07/2016,119.24,128.18,288.75,586.74,239.57,306.92,134.41
5/07/2016,110.44,128.18,299.88,586.74,245.3,306.92,143.62
6/07/2016,102.17,128.18,299.87,586.74,250.14,306.92,135.83
7/07/2016,102.71,128.18,311.09,585.84,230.48,306.92,131.47
8/07/2016,94.43,128.18,307.75,587.1,232.18,306.92,132.75
9/07/2016,93.55,128.18,306.62,587.06,232.18,306.92,136.27
10/07/2016,96.69,128.18,315.19,587.06,232.29,306.92,116.03
11/07/2016,98.33,125.27,312.39,587.06,215.03,306.92,131.58
12/07/2016,104.66,125.23,317.98,587.06,215.03,306.92,136.01
13/07/2016,97.83,125.23,323.16,587.06,230.14,306.92,129.7
14/07/2016,90.91,125.23,329.69,587.02,230.14,306.92,121.02
15/07/2016,97.59,125.23,329.91,587.02,229.11,306.92,114.46
16/07/2016,94.15,125.23,331.02,587.02,229.11,306.92,102.92
17/07/2016,97.7,125.23,330.35,586.73,229.11,306.92,98.34
18/07/2016,99.71,125.23,315.09,586.73,240.18,306.92,118.35
19/07/2016,106.7,125.23,330.94,586.72,231,306.92,135.21
20/07/2016,98.77,123.53,315.17,586.72,231,306.92,116.32
21/07/2016,100.19,123.53,314.94,586.72,241.2,306.92,132.46
22/07/2016,126.7,123.53,322.25,586.73,241.2,306.92,150.35
23/07/2016,125.93,123.53,325.65,572.19,241.2,306.92,131.44
24/07/2016,125.78,122.7,332.95,572.19,241.2,306.92,136.55
25/07/2016,108.07,123.74,346.65,572.16,235.31,306.92,134.62
26/07/2016,107.24,124.66,340.9,572.16,237.58,306.92,131.25
27/07/2016,108.61,124.66,322.45,572.16,346.8,306.92,130.48
28/07/2016,109.98,123.74,328.72,572.16,340.18,306.92,138.11
29/07/2016,107.03,123.74,320.88,572.16,345.36,306.92,136.27
30/07/2016,111.39,123.74,332.35,572.17,379.38,306.92,139.99
31/07/2016,110.33,123.74,331.46,572.21,373.02,306.92,133.98
1/08/2016,112.52,126.16,320.83,572.77,251.7,320.88,138.75
2/08/2016,116.67,126.16,354.89,598.78,258.32,320.88,160.15
3/08/2016,117.86,126.53,357.56,610.65,276.56,320.88,157.48
4/08/2016,110.33,126.53,355.01,582.69,359.3,320.88,135.75
5/08/2016,101.04,126.53,343.62,582.66,359.58,320.88,130.49
6/08/2016,104.66,126.53,345.92,582.66,378.46,320.88,126.82
7/08/2016,110.29,126.53,346.56,582.66,357.86,320.88,130.68
8/08/2016,103.38,126.53,355.65,582.69,357.37,320.88,133.91
9/08/2016,107.91,126.53,354.35,582.69,357.57,320.88,158.43
10/08/2016,123.65,123.66,344.4,582.69,341.23,320.88,159.57
11/08/2016,118.22,123.66,345,582.69,343.31,320.88,188.82
12/08/2016,113.17,123.66,343.68,582.69,327.35,320.88,153.92
13/08/2016,121.02,123.66,342.92,582.7,323.45,320.88,166.15
14/08/2016,131.61,123.66,344.42,584.21,332.11,320.88,160.69
15/08/2016,145.36,123.66,344.42,584.19,332.11,320.88,204.79
16/08/2016,170.76,143.57,343.91,584.19,341.43,320.88,261.67
17/08/2016,176.44,149.02,343.58,584.19,365.63,320.88,274.87
18/08/2016,192.54,150.12,332.53,604.35,365.63,320.88,277.69
19/08/2016,161.19,139.17,332.34,607.88,365.63,320.88,205.39
20/08/2016,135.6,142.41,332.75,607.88,341.08,320.88,142.19
21/08/2016,147.69,146.97,322.57,607.88,338.87,320.88,159.63
22/08/2016,176.7,144.09,324.74,612.51,338.87,320.88,264.36
23/08/2016,202.25,139.24,315.52,612.51,328.68,320.88,281.71
24/08/2016,199.67,138.99,356.96,604.07,218.19,320.88,310.84
25/08/2016,200.5,139.01,314.41,573.36,218.13,320.88,311.53
26/08/2016,230.96,139.01,315,576.32,207.91,320.88,297.1
27/08/2016,230.65,139.01,315.71,609.12,210.06,320.88,250.91
28/08/2016,245.48,137.86,282.4,693.64,202.23,320.88,275.47
29/08/2016,189.63,125.35,302.74,686.43,198.08,320.88,234.28
30/08/2016,151.77,125.91,303.4,640.71,198.08,320.88,177.95
31/08/2016,157.05,135.09,325.9,628.49,206.19,320.88,214.4
1/09/2016,164,143.32,322.63,639.37,,302.43,176.5
2/09/2016,159.91,143.3,321.18,639.37,,302.43,159.46
3/09/2016,167.23,149.31,322.87,639.37,,302.43,179.06
4/09/2016,171.79,155.3,352.95,639.37,,302.43,157.19
5/09/2016,157.86,160.42,307.69,639.37,,302.43,183.07
6/09/2016,178.37,156.33,322.83,639.37,,302.43,254.4
7/09/2016,197.32,143.67,321.27,688.92,,302.43,272.79
8/09/2016,180.47,150.15,321.61,563.21,,302.43,213.07
9/09/2016,185.02,161.11,276.48,557.24,,302.43,204.54
10/09/2016,178.04,143.64,276.32,557.24,,302.43,183.03
11/09/2016,162.92,149.23,287.41,557.07,287.6,302.43,139.45
12/09/2016,165.9,140.59,278.1,557.07,243.71,302.43,166.57
13/09/2016,140.08,148.26,303.12,557.07,244.28,302.43,135.19
14/09/2016,129.67,148.26,310.92,557.07,244.28,302.43,118.27
15/09/2016,129.34,151.69,310.27,567.83,,302.43,117.58
16/09/2016,118.01,151.6,307.15,567.83,236.33,302.43,97.84
17/09/2016,106.81,132.96,328.49,557.07,258.06,302.43,85.88
18/09/2016,114.91,134.55,320.61,557.07,301.83,302.43,80.72
19/09/2016,135.76,134.55,329.62,557.07,301.83,302.43,144.14
20/09/2016,136.42,133.66,313.2,557.07,274.04,302.43,167.38
21/09/2016,140.87,157.62,313.23,557.07,266.51,302.43,157.98
22/09/2016,130.39,156.32,333.16,557.07,,302.43,137.7
23/09/2016,121.92,173.32,333.17,557.07,,302.43,116.57
24/09/2016,119.93,160.03,324.79,557.07,,302.43,104.36
25/09/2016,120,133.67,325.71,557.07,,302.43,95.03
26/09/2016,115.2,133.67,345.99,557.07,276.45,302.43,105.95
27/09/2016,108.85,157.23,346.01,557.07,,302.43,111.94
28/09/2016,109.62,154.23,325.37,557.07,583.35,302.43,174.59
29/09/2016,115.77,134.7,326.6,557.07,422.4,302.43,186.96
30/09/2016,142.44,142.2,298.44,552.73,583.58,302.43,205.23
1/10/2016,147.18,141.48,300.01,552.38,583.66,318.43,149.26
2/10/2016,146.82,150.47,277.2,552.38,552.37,318.43,116.01
3/10/2016,136.53,150.47,301.91,562.28,552.37,318.43,168.27
4/10/2016,143.99,138.7,275.63,562.28,493.07,318.43,180.96
5/10/2016,128.89,143.73,275.79,562.28,495.08,318.43,144.99
6/10/2016,141.4,143.32,275.58,562.28,552.37,318.43,190.35
7/10/2016,127.44,137.36,274.8,562.28,510.2,318.43,130.06
8/10/2016,130.6,142.72,276.55,557.54,472.81,318.43,142.14
9/10/2016,138.72,149.02,309.2,611.16,528.05,318.43,118.14
10/10/2016,139.68,143.12,302.92,557.54,551.81,318.43,154.44
11/10/2016,160.82,149.36,277.09,557.54,315.69,318.43,211.15
12/10/2016,153.54,127.89,275.62,557.54,339.52,318.43,177.44
13/10/2016,152.76,127.89,275.8,557.54,332.38,318.43,202.89
14/10/2016,172.46,139.92,276.3,547.72,392.04,318.43,216.18
15/10/2016,176.07,156.77,262.25,594.88,551.47,318.43,210.38
16/10/2016,165.9,137.66,276.36,594.88,600.03,318.43,154.78
17/10/2016,170.82,137.66,293.34,595.22,422.93,318.43,177.23
18/10/2016,158.42,157.63,278.28,548.36,551.72,318.43,188.02
19/10/2016,141.67,157.48,271.71,548.74,551.72,318.43,205.83
20/10/2016,150.59,150.59,276.08,548.74,586.73,318.43,225.38
21/10/2016,149.88,150.52,275.76,548.74,586.7,318.43,216.44
22/10/2016,169.1,145.7,275.66,548.74,586.7,318.43,219.28
23/10/2016,175.64,149.24,269.35,548.74,585.74,318.43,213.42
24/10/2016,155.92,145.94,268.74,548.74,585.67,318.43,222.16
25/10/2016,163.62,145.73,270.52,548.74,547.63,318.43,231.62
26/10/2016,175.81,143.41,275.87,549.35,568.43,318.43,253.89
27/10/2016,170.78,146.79,277.28,589.38,588.39,318.43,242.47
28/10/2016,170.48,144.34,277.6,589.54,588.4,318.43,241.83
29/10/2016,172.28,142.3,275.5,589.54,588.38,318.43,207.24
30/10/2016,173.64,145.56,259.25,589.18,517.85,318.43,181.79
31/10/2016,149.45,147.83,274.34,589.54,554.36,318.43,160.81
1/11/2016,155.83,167.07,301.32,613.14,580.08,347.1,204.53
2/11/2016,163.68,139.36,304.18,613.2,586.15,347.1,203.61
3/11/2016,161.61,139.74,303.89,613.33,599.25,347.1,186.96
4/11/2016,147.01,139.92,305.76,613.36,601.66,347.1,181.38
5/11/2016,155.96,152.65,297.84,662.16,601.67,347.1,177.65
6/11/2016,144.91,155.62,305.08,662.16,588.36,347.1,155.45
7/11/2016,147.85,159.43,305.14,662.16,588.29,347.1,164.91
8/11/2016,136.66,155.11,305.18,615.3,588.28,347.1,173.53
9/11/2016,149.3,155.4,312.56,593.02,588.27,347.1,183.56
10/11/2016,140.17,154.65,311.7,627.64,588.24,347.1,190.37
11/11/2016,150.62,154.02,311.15,627.64,581.05,347.1,181.59
12/11/2016,151.28,152.95,304.13,627.55,588.28,347.1,177.01
13/11/2016,156.98,152.95,305.63,628.03,593.84,347.1,177.78
14/11/2016,151.07,146.48,306.11,628.03,593.8,347.1,169.98
15/11/2016,137.97,149.61,314.49,628.03,593.77,347.1,180.62
16/11/2016,133.83,143.72,318.75,599.4,464.55,347.1,179.25
17/11/2016,124.65,133.86,327.35,631.15,404.29,347.1,168.41
18/11/2016,131.42,129.85,326.87,631.15,401.09,347.1,141.72
19/11/2016,129.49,126.5,330.7,628.23,403.31,347.1,132.96
20/11/2016,135.32,126.5,307.73,628.23,397.1,347.1,127.54
21/11/2016,123.89,127.49,332.81,628.37,402.65,347.1,139.39
22/11/2016,129.19,127.49,331.11,628.37,403.57,347.1,143.5
23/11/2016,119.75,126.5,331.27,628.03,397.58,347.1,135.94
24/11/2016,139.92,126.5,331.28,628.03,407.03,347.1,137.98
25/11/2016,146.38,126.5,339.2,631.37,375.86,347.1,170.97
26/11/2016,145.82,124.75,338.7,631.44,374.52,347.1,183.28
27/11/2016,146.1,124.75,339.77,631.44,374.52,347.1,157.53
28/11/2016,143.34,122.43,331.63,631.46,186.28,347.1,183.28
29/11/2016,139.07,122.39,344.08,631.44,374.52,347.1,176.92
30/11/2016,140.7,122.39,345.24,631.44,376.44,347.1,181.55
1/12/2016,107.98,121.48,346.6,640.51,373.88,357.59,149.52
2/12/2016,97.31,121.33,350.38,580.3,173.61,357.59,129.32
3/12/2016,92.55,121.79,360.46,580.13,174.24,357.59,128.16
4/12/2016,88.25,121.79,354.31,629.1,183.45,357.59,87.94
5/12/2016,74.01,121.79,346.36,629.1,183.45,357.59,80.08
6/12/2016,68.64,121.69,335.41,629.1,183.45,357.59,75.65
7/12/2016,67.42,121.69,333.07,703.84,183.45,357.59,62.66
8/12/2016,69,121.69,333.26,629.1,225.42,357.59,61.61
9/12/2016,82.82,121.69,323.81,628.52,225.44,357.59,78.29
10/12/2016,78.02,121.69,332.31,628.52,267.68,357.59,74.32
11/12/2016,78.03,121.69,331.49,628.52,231.9,357.59,61.17
12/12/2016,73.91,121.69,328.53,628.52,231.9,357.59,96.75
13/12/2016,87.19,121.69,336.34,628.52,232.06,357.59,118.93
14/12/2016,84.38,121.69,383.34,567.67,238.56,357.59,121.6
15/12/2016,84.22,121.69,383.12,567.67,238.56,357.59,126.78
16/12/2016,86.32,121.69,382.31,567.67,238.47,357.59,127.67
17/12/2016,99.97,121.69,362.71,567.67,238.6,357.59,134.59
18/12/2016,101.66,121.69,368.25,567.67,253.17,357.59,134.85
19/12/2016,104.46,121.69,363.33,567.67,272.1,357.59,135.74
20/12/2016,113.17,121.69,364.93,567.67,211.47,357.59,141.68
21/12/2016,113.55,121.69,367.85,567.67,211.47,357.59,139.32
22/12/2016,110.71,121.69,369.24,567.41,211.47,357.59,134.71
23/12/2016,100.69,121.69,369.34,567.41,211.47,357.59,126.98
24/12/2016,95.76,121.69,369.11,567.41,214.32,357.59,129.97
25/12/2016,86.53,121.69,369.11,567.41,214.32,357.59,104.32
26/12/2016,86.39,122.42,369.1,567.41,214.82,357.59,106.99
27/12/2016,88.72,122.42,369.1,567.41,214.32,357.59,103
28/12/2016,88.33,121.69,368.53,567.41,214.32,357.59,106.36
29/12/2016,85.28,121.69,365.74,567.41,235.67,357.59,104.23
30/12/2016,83.16,121.69,363.13,567.41,232.01,357.59,97.77
31/12/2016,81.53,121.69,363.13,567.41,235.67,357.59,89.47
1/01/2017,93.54,121.06,367.34,560.52,233.07,369.26,83.45
2/01/2017,78.22,121.06,345.95,560.52,251.79,369.26,87.32
3/01/2017,76.62,120.05,337.59,560.52,251.79,369.26,82.28
4/01/2017,86.3,120.05,338.23,560.52,252.15,369.26,96.32
5/01/2017,83.03,120.05,338.28,560.57,252.15,369.26,106.65
6/01/2017,122.26,120.66,338.33,560.58,252.18,369.26,130.87
7/01/2017,119.26,120.66,356.04,560.58,186.88,369.26,124.18
8/01/2017,129.6,120.66,358.29,577.16,182.9,369.26,117.42
9/01/2017,131.43,120.05,360.37,577.16,182.88,369.26,123.52
10/01/2017,105.37,123.87,367.45,577.16,203.12,369.26,135.71
11/01/2017,105.42,123.87,367.41,577.16,203.16,369.26,120.46
12/01/2017,91.54,123.87,370.58,577.16,203.12,369.26,128.65
13/01/2017,90.05,123.87,365.07,577.16,251.41,369.26,122.5
14/01/2017,79.66,124.5,365.03,577.18,251.41,369.26,70.59
15/01/2017,84.76,124.5,364,577.18,251.41,369.26,86.71
16/01/2017,78.79,124.5,364.04,577.18,235.16,369.26,91.96
17/01/2017,82.29,124.5,364,577.18,235.16,369.26,99.91
18/01/2017,85.23,124.7,358.54,577.18,235.16,369.26,115.28
19/01/2017,87.36,124.7,363.35,577.18,235.16,369.26,108.77
20/01/2017,89.02,124.7,364.21,577.18,233.93,369.26,115.35
21/01/2017,75.06,124.7,363.61,577.18,251.41,369.26,105.66
22/01/2017,90.86,124.73,363.6,577.18,251.41,369.26,77.85
23/01/2017,91.13,124.73,363.64,580.39,251.41,369.26,122.07
24/01/2017,84.19,124.73,363.6,580.39,251.41,369.26,154.17
25/01/2017,97.06,123.58,364.08,580.39,251.42,369.26,137.25
26/01/2017,82.11,133.78,359.01,580.39,251.42,369.26,149.16
27/01/2017,94.95,130.06,362.1,580.39,251.42,369.26,137.29
28/01/2017,113.83,128.19,377.19,580.36,251.42,369.26,124.49
29/01/2017,107.22,128.49,381.08,580.36,314.31,369.26,134.86
30/01/2017,100.8,131.65,384.13,580.36,314.31,369.26,136.64
31/01/2017,100.12,131.73,380.75,587.43,308.47,369.26,125.03
1/02/2017,93.81,131.83,383.93,580.36,322.44,382.63,108.83
2/02/2017,87.08,131.83,382.71,580.36,251.65,382.63,117.1
3/02/2017,90.82,131.83,384.65,580.36,322.44,382.63,115.7
4/02/2017,92.05,131.91,383.37,585.17,321.26,382.63,133.11
5/02/2017,90.51,131.83,380.7,585.17,321.07,382.63,93.86
6/02/2017,85.81,131.87,380.7,585.17,321.15,382.63,125.83
7/02/2017,94.6,131.84,377.17,585.17,248.15,382.63,153.95
8/02/2017,96.2,130.64,377.34,585.17,248.15,382.63,136.36
9/02/2017,98.23,128.43,377.34,585.17,248.15,382.63,138.61
10/02/2017,117.23,125.15,377.31,585.17,248.15,382.63,173.79
11/02/2017,144.64,126.12,375.9,574.66,248.16,382.63,156.66
12/02/2017,131.99,126.12,375.87,574.66,248.17,382.63,145.75
13/02/2017,133.2,126.93,361.84,574.66,248.17,382.63,193.42
14/02/2017,133.56,134.85,361.83,574.66,,382.63,200.08
15/02/2017,135.22,135.6,354.88,555.59,,382.63,199.56
16/02/2017,128.17,126.13,342.9,527.97,188.1,382.63,170.33
17/02/2017,121.71,136.67,340.59,527.97,,382.63,163.84
18/02/2017,123.71,136.67,355.92,576.2,,382.63,181.55
19/02/2017,128.79,126.13,351.66,576.2,200.02,382.63,158.32
20/02/2017,121,126.13,358.83,576.2,200.12,382.63,164.68
21/02/2017,128.98,139.91,351.2,664.96,,382.63,180.82
22/02/2017,136.25,139.94,348.11,576.2,,382.63,196.9
23/02/2017,132.19,138.72,334.04,530,,382.63,199.92
24/02/2017,143.18,142.72,335.08,530,,382.63,192.11
25/02/2017,144.22,142.72,341.02,530,,382.63,194.72
26/02/2017,136.47,142.72,357.86,576.2,,382.63,155.4
27/02/2017,138.04,142.7,358.05,576.19,,382.63,160.83
28/02/2017,115.27,142.73,328.43,576.19,,382.63,155.15
1/03/2017,118.24,142.72,360.07,624.7,,377.38,167.14
2/03/2017,136.12,143.13,360.11,624.7,,377.38,169.42
3/03/2017,126.83,143.13,341.22,590.86,,377.38,159.88
4/03/2017,115.87,146.03,358.22,630.46,,377.38,155.71
5/03/2017,120.14,146.03,353.85,630.46,,377.38,144.71
6/03/2017,118.81,147.9,341.39,629.68,,377.38,144.19
7/03/2017,108.93,147.9,353.29,629.68,,377.38,135.48
8/03/2017,107.13,151.49,367.82,629.68,358.51,377.38,130.12
9/03/2017,102.02,151.49,368.1,629.68,358.51,377.38,141.16
10/03/2017,95.15,144.91,370.81,602.6,358.51,377.38,127.18
11/03/2017,97.12,147.06,357.45,600.15,,377.38,129.63
12/03/2017,92.04,146.28,358.64,600.19,,377.38,134.12
13/03/2017,104.08,146.9,358.89,600.19,,377.38,134.71
14/03/2017,93.39,138.37,358.81,600.19,,377.38,115.02
15/03/2017,81.04,139.44,362.16,600.19,,377.38,124.87
16/03/2017,78.04,146.08,359.16,600.2,,377.38,125.42
17/03/2017,84.12,146.05,362.05,600.2,,377.38,113.71
18/03/2017,83.32,143.86,362.14,600.2,,377.38,122.38
19/03/2017,87.45,143.85,359.75,600.2,,377.38,98.41
20/03/2017,87.64,143.56,359.48,600.15,,377.38,118.44
21/03/2017,96.72,144.17,346.63,600.15,,377.38,117.84
22/03/2017,95.19,144.08,369.47,600.2,,377.38,151.05
23/03/2017,100.87,143.08,369.6,600.2,,377.38,118.81
24/03/2017,89.26,143.08,369.55,600.2,,377.38,128.68
25/03/2017,75.68,143.08,358.08,600.22,,377.38,94.79
26/03/2017,65.66,141.73,356.81,600.22,,377.38,79.29
27/03/2017,64.87,143.85,356.86,600.22,,377.38,78.83
28/03/2017,62.71,143.85,355.59,600.22,,377.38,84.47
29/03/2017,63.15,144.62,356.81,600.22,,377.38,80.51
30/03/2017,64.63,140.61,356.83,600.22,,377.38,76.78
31/03/2017,64.81,140.78,356.87,600.22,,377.38,76.79
1/04/2017,73.15,137.18,360.49,608.8,,358.89,68.2
2/04/2017,85.8,140.27,363.41,608.8,,358.89,78.36
3/04/2017,82.11,144.74,360.71,608.8,,358.89,115.77
4/04/2017,71.61,142.19,361.83,608.73,,358.89,105.7
5/04/2017,72.92,142.19,362.68,608.73,,358.89,96.64
6/04/2017,71.93,141.64,363.15,608.73,,358.89,97.75
7/04/2017,76.3,152.72,368.16,608.73,,358.89,110.83
8/04/2017,101.92,137.35,367.96,608.73,,358.89,134.56
9/04/2017,93.52,150.53,365.94,608.73,,358.89,137.62
10/04/2017,93.44,138.67,365.9,608.73,,358.89,109.42
11/04/2017,87.17,145.05,365.97,608.73,,358.89,91.71
12/04/2017,81.77,146.2,365.77,608.73,,358.89,88.72
13/04/2017,66.34,145.6,361.79,608.73,,358.89,67.89
14/04/2017,76.94,151.31,361.81,608.73,,358.89,75.22
15/04/2017,81.57,154,361.79,608.73,,358.89,70.71
16/04/2017,73.17,148.49,356.05,608.73,,358.89,71.61
17/04/2017,78.6,149.27,356.12,608.73,,358.89,95.49
18/04/2017,78.03,136.39,356.07,608.73,283.41,358.89,116.03
19/04/2017,80.28,135.97,356.15,608.73,,358.89,109.96
20/04/2017,78.14,136.39,356.24,608.73,,358.89,112.74
21/04/2017,78.06,137.75,357.2,608.73,,358.89,108.79
22/04/2017,73,137.97,357.26,605.74,261.3,358.89,98.7
23/04/2017,72.68,137.88,369.02,605.74,261.3,358.89,103.5
24/04/2017,71.62,137.88,367.2,605.81,239.44,358.89,106.08
25/04/2017,69.91,137.88,366.39,605.81,239.44,358.89,107.39
26/04/2017,69.45,137.88,383.32,599.89,253.96,358.89,94.26
27/04/2017,69.79,137.88,368.44,605.81,253.96,358.89,102.94
28/04/2017,66.74,137.88,369.41,605.81,239.27,358.89,99.15
29/04/2017,67.5,138.94,369.46,605.81,273.29,358.89,84.72
30/04/2017,71.65,137.88,382.42,605.81,253.96,358.89,89.52
1/05/2017,86.08,139.55,394.15,605.94,289.95,358.69,103.22
2/05/2017,81.85,139.55,382.27,605.94,239.77,358.69,96.13
3/05/2017,80.74,138.25,380.22,605.94,248.44,358.69,92.85
4/05/2017,78.35,138.3,391.54,605.94,248.44,358.69,88.8
5/05/2017,75.55,137.63,391.58,606.31,248.44,358.69,79.72
6/05/2017,74.44,140.53,391.58,606.31,248.44,358.69,75.19
7/05/2017,78.18,142.93,380.52,606.31,274.1,358.69,74.56
8/05/2017,65.29,143.32,392.29,606.31,282.37,358.69,80.21
9/05/2017,61.61,144.22,382.21,606.31,257.32,358.69,70.64
10/05/2017,60.57,146.53,385.73,606.31,282.72,358.69,67.24
11/05/2017,56.81,142.43,363.85,572.2,282.72,358.69,63.68
12/05/2017,52.67,141.62,355.12,572.2,293.08,358.69,66.75
13/05/2017,51.45,148.21,372.84,572,293.08,358.69,64.74
14/05/2017,51.83,148.21,375.17,572,279.32,358.69,65.96
15/05/2017,51.45,149.59,375.24,572,281.12,358.69,65.53
16/05/2017,57.34,149.59,366.29,572,281.12,358.69,70.77
17/05/2017,51.96,127.55,363.86,572,259.98,358.69,66.74
18/05/2017,51.56,127.55,363.66,572,267.61,358.69,66.68
19/05/2017,51.33,127.55,363.43,572,241.72,358.69,65.43
20/05/2017,50.94,127.55,356.48,572,252.4,358.69,64.91
21/05/2017,51.4,127.55,372.48,572,253.15,358.69,62.83
22/05/2017,50.58,127.55,371.8,571.92,253.15,358.69,66.18
23/05/2017,50.34,127.55,363.17,571.92,251.42,358.69,64.93
24/05/2017,50.22,127.55,365,571.92,253.01,358.69,64.04
25/05/2017,50.52,127.55,369.09,571.92,241.28,358.69,66.9
26/05/2017,51.12,127.55,365.28,571.92,262.38,358.69,68.5
27/05/2017,54.72,127.55,364.07,571.92,259.26,358.69,68.04
28/05/2017,55.52,127.43,363.65,571.97,259.26,358.69,67.5
29/05/2017,56.54,129.44,366.95,571.97,264.05,358.69,69.2
30/05/2017,55.49,129.44,363.93,571.97,263.85,358.69,66.34
31/05/2017,55.83,129.44,364.54,572,261.95,358.69,82.93
1/06/2017,53.93,129.44,369.06,572.11,262.41,358.5,68.97
2/06/2017,54.9,129.59,363.9,576.96,262.44,358.5,69.18
3/06/2017,59.74,128.85,364.09,572.11,271.85,358.5,72.23
4/06/2017,58.46,128.85,361.81,572.11,271.37,358.5,67.71
5/06/2017,57.2,128.82,359.82,572.11,268.04,358.5,68.76
6/06/2017,55.54,127.16,359.8,572.11,268.06,358.5,78.36
7/06/2017,56.09,127.16,359.8,572.11,258.63,358.5,70.08
8/06/2017,56.83,129.14,357.78,578.1,245.87,358.5,70.86
9/06/2017,56.08,129.14,359.92,583.73,260.7,358.5,67.02
10/06/2017,54.47,128.94,359.83,585.78,270.96,358.5,65.94
11/06/2017,54.27,128.63,360.46,585.78,271.05,358.5,67.4
12/06/2017,54.32,128.63,360.37,585.78,289.85,358.5,65.89
13/06/2017,56.62,132.73,360.45,585.78,289.85,358.5,68.83
14/06/2017,57.41,132.73,360.51,596.66,289.85,358.5,85.86
15/06/2017,53.8,139.88,360.52,596.66,278.46,358.5,68.8
16/06/2017,53.81,139.88,360.49,596.66,285.17,358.5,66.51
17/06/2017,55.83,140.85,360.61,596.53,285.17,358.5,65.86
18/06/2017,55.6,140.85,361.43,596.53,285.17,358.5,65.9
19/06/2017,55.53,140.85,358.17,596.53,293.01,358.5,67.55
20/06/2017,53.28,140.85,358.07,596.53,273.69,358.5,66.24
21/06/2017,53.45,140.85,347.87,611.76,301.52,358.5,66.77
22/06/2017,50.4,162.72,361.25,596.53,145.14,358.5,67.22
23/06/2017,50.02,161.31,362.3,596.53,,358.5,67.24
24/06/2017,50.44,164.77,363.28,596.53,172.01,358.5,65.88
25/06/2017,50.68,156.77,371.38,596.53,301.61,358.5,67.09
26/06/2017,50.23,156.77,367.68,596.53,300.84,358.5,68.12
27/06/2017,53.37,158.24,367.76,596.53,300.84,358.5,70.13
28/06/2017,52.91,149.01,365.86,596.53,300.84,358.5,67.47
29/06/2017,52.53,146.28,375.92,596.53,303.24,358.5,66.26
30/06/2017,52.92,143.26,374.79,596.53,304.23,358.5,66.19
1/07/2017,52.32,152.27,376.14,602.48,321.48,363.18,66.04
